date,SKU,qty,price_per_unit,tavg,prcp,tsun,sale_active,sale_percent,mmdd,day_of_week,month,is_holiday
2024-12-04,ga10151,0.0,222.81370967741935,3.0,0.0,126.0,True,0.12,12-04,2,12,False
2024-12-05,ga10151,2.0,232.005,1.6,8.2,228.0,True,0.12,12-05,3,12,False
2024-12-06,ga10151,0.0,222.81370967741935,7.3,0.1,96.0,True,0.12,12-06,4,12,False
2024-12-07,ga10151,0.0,222.81370967741935,5.5,1.4,0.0,True,0.12,12-07,5,12,False
2024-12-08,ga10151,0.0,222.81370967741935,3.7,0.5,0.0,True,0.12,12-08,6,12,False
2024-12-09,ga10151,1.0,237.5,3.5,0.0,0.0,True,0.12,12-09,0,12,False
2024-12-10,ga10151,0.0,222.81370967741935,3.1,0.0,0.0,True,0.12,12-10,1,12,False
2024-12-11,ga10151,0.0,222.81370967741935,2.0,0.0,0.0,True,0.12,12-11,2,12,False
2024-12-12,ga10151,0.0,222.81370967741935,1.8,0.0,0.0,True,0.12,12-12,3,12,False
2024-12-13,ga10151,0.0,222.81370967741935,1.4,0.0,0.0,True,0.12,12-13,4,12,False
2024-12-14,ga10151,0.0,222.81370967741935,0.6,0.6,72.0,True,0.12,12-14,5,12,False
2024-12-15,ga10151,0.0,222.81370967741935,3.9,0.0,72.0,True,0.12,12-15,6,12,False
2024-12-16,ga10151,0.0,222.81370967741935,7.5,0.0,120.0,True,0.12,12-16,0,12,False
2024-12-17,ga10151,0.0,222.81370967741935,5.2,0.0,0.0,True,0.12,12-17,1,12,False
2024-12-18,ga10151,0.0,222.81370967741935,7.5,0.1,144.0,True,0.12,12-18,2,12,False
2024-12-19,ga10151,0.0,222.81370967741935,9.2,6.3,60.0,True,0.12,12-19,3,12,False
2024-12-20,ga10151,0.0,222.81370967741935,2.7,0.0,48.0,True,0.12,12-20,4,12,False
2024-12-21,ga10151,0.0,222.81370967741935,4.6,2.9,102.0,True,0.12,12-21,5,12,False
2024-12-22,ga10151,0.0,222.81370967741935,4.9,1.4,12.0,True,0.12,12-22,6,12,False
2024-12-23,ga10151,0.0,222.81370967741935,2.0,0.9,6.0,True,0.12,12-23,0,12,False
2024-12-24,ga10151,0.0,222.81370967741935,3.1,0.0,18.0,True,0.12,12-24,1,12,False
2024-12-25,ga10151,0.0,222.81370967741935,1.9,0.0,222.0,True,0.12,12-25,2,12,True
2024-12-26,ga10151,0.0,222.81370967741935,0.7,0.0,456.0,True,0.12,12-26,3,12,True
2024-12-27,ga10151,0.0,222.81370967741935,-0.6,0.0,444.0,True,0.12,12-27,4,12,False
2024-12-28,ga10151,0.0,222.81370967741935,-0.9,0.0,444.0,True,0.12,12-28,5,12,False
2024-12-29,ga10151,0.0,222.81370967741935,-2.4,0.0,186.0,True,0.12,12-29,6,12,False
2024-12-30,ga10151,0.0,222.81370967741935,-1.4,0.0,0.0,True,0.12,12-30,0,12,False
2024-12-31,ga10151,0.0,222.81370967741935,-2.3,0.0,396.0,True,0.12,12-31,1,12,False
2025-01-01,ga10151,0.0,222.81370967741935,3.5,0.0,360.0,True,0.12,01-01,2,1,True
2025-01-02,ga10151,0.0,222.81370967741935,5.5,11.4,0.0,True,0.1,01-02,3,1,False
2025-01-03,ga10151,0.0,222.81370967741935,0.0,0.0,252.0,True,0.1,01-03,4,1,False
2025-01-04,ga10151,0.0,222.81370967741935,-1.8,5.3,198.0,True,0.1,01-04,5,1,False
2025-01-05,ga10151,0.0,222.81370967741935,6.7,0.9,36.0,True,0.1,01-05,6,1,False
2025-01-06,ga10151,0.0,222.81370967741935,9.0,5.2,240.0,True,0.1,01-06,0,1,True
2025-01-07,ga10151,0.0,222.81370967741935,5.3,5.1,222.0,True,0.1,01-07,1,1,False
2025-01-08,ga10151,0.0,222.81370967741935,2.3,7.7,0.0,True,0.1,01-08,2,1,False
2025-01-09,ga10151,0.0,222.81370967741935,6.9,3.8,96.0,True,0.1,01-09,3,1,False
2025-01-10,ga10151,0.0,222.81370967741935,1.4,0.0,354.0,True,0.1,01-10,4,1,False
2025-01-11,ga10151,0.0,222.81370967741935,-0.8,0.0,0.0,True,0.1,01-11,5,1,False
2025-01-12,ga10151,0.0,222.81370967741935,-0.2,0.0,318.0,True,0.1,01-12,6,1,False
2025-01-13,ga10151,0.0,222.81370967741935,-3.3,0.0,360.0,True,0.1,01-13,0,1,False
2025-01-14,ga10151,0.0,222.81370967741935,-1.9,0.2,444.0,True,0.1,01-14,1,1,False
2025-01-15,ga10151,0.0,222.81370967741935,0.1,0.3,0.0,True,0.2,01-15,2,1,False
2025-01-16,ga10151,0.0,222.81370967741935,1.2,0.0,36.0,True,0.2,01-16,3,1,False
2025-01-17,ga10151,0.0,222.81370967741935,0.5,0.0,0.0,True,0.2,01-17,4,1,False
2025-01-18,ga10151,0.0,222.81370967741935,0.3,0.0,132.0,True,0.2,01-18,5,1,False
2025-01-19,ga10151,0.0,222.81370967741935,-1.6,0.0,444.0,True,0.2,01-19,6,1,False
2025-01-20,ga10151,1.0,190.0,-3.3,0.0,0.0,True,0.2,01-20,0,1,False
2025-01-21,ga10151,0.0,222.81370967741935,-3.2,0.0,66.0,True,0.2,01-21,1,1,False
2025-01-22,ga10151,1.0,191.6,0.7,0.0,30.0,True,0.2,01-22,2,1,False
2025-01-23,ga10151,0.0,222.81370967741935,5.7,1.0,84.0,True,0.2,01-23,3,1,False
2025-01-24,ga10151,0.0,222.81370967741935,8.1,0.0,12.0,True,0.2,01-24,4,1,False
2025-01-25,ga10151,0.0,222.81370967741935,11.4,0.0,108.0,True,0.2,01-25,5,1,False
2025-01-26,ga10151,0.0,222.81370967741935,8.0,0.8,180.0,True,0.2,01-26,6,1,False
2025-01-27,ga10151,1.0,205.57,9.6,1.2,12.0,True,0.2,01-27,0,1,False
2025-01-28,ga10151,1.0,190.0,7.3,2.0,60.0,True,0.2,01-28,1,1,False
2025-01-29,ga10151,0.0,222.81370967741935,6.9,0.0,144.0,True,0.2,01-29,2,1,False
2025-01-30,ga10151,0.0,222.81370967741935,6.1,0.7,126.0,True,0.2,01-30,3,1,False
2025-01-31,ga10151,0.0,222.81370967741935,2.9,0.0,240.0,True,0.2,01-31,4,1,False
2025-02-01,ga10151,0.0,222.81370967741935,0.5,0.0,438.0,True,0.2,02-01,5,2,False
2025-02-02,ga10151,0.0,222.81370967741935,0.1,0.0,486.0,True,0.2,02-02,6,2,False
2025-02-03,ga10151,0.0,222.81370967741935,-0.3,0.0,108.0,True,0.2,02-03,0,2,False
2025-02-04,ga10151,0.0,222.81370967741935,-1.0,0.0,282.0,True,0.2,02-04,1,2,False
2025-02-05,ga10151,0.0,222.81370967741935,0.1,0.1,516.0,True,0.2,02-05,2,2,False
2025-02-06,ga10151,1.0,209.0,1.3,0.1,0.0,True,0.2,02-06,3,2,False
2025-02-07,ga10151,0.0,222.81370967741935,2.4,0.0,144.0,True,0.2,02-07,4,2,False
2025-02-08,ga10151,0.0,222.81370967741935,2.3,0.0,522.0,True,0.2,02-08,5,2,False
2025-02-09,ga10151,0.0,222.81370967741935,2.4,0.0,90.0,True,0.2,02-09,6,2,False
2025-02-10,ga10151,0.0,222.81370967741935,3.2,6.0,132.0,True,0.2,02-10,0,2,False
2025-02-11,ga10151,0.0,222.81370967741935,5.3,14.6,0.0,True,0.2,02-11,1,2,False
2025-02-12,ga10151,0.0,222.81370967741935,7.2,17.7,0.0,True,0.2,02-12,2,2,False
2025-02-13,ga10151,0.0,222.81370967741935,2.1,10.5,6.0,True,0.2,02-13,3,2,False
2025-02-14,ga10151,0.0,222.81370967741935,-1.2,0.0,0.0,True,0.2,02-14,4,2,False
2025-02-15,ga10151,0.0,222.81370967741935,-0.6,0.0,12.0,True,0.2,02-15,5,2,False
2025-02-16,ga10151,0.0,222.81370967741935,-0.5,0.0,0.0,True,0.2,02-16,6,2,False
2025-02-17,ga10151,0.0,222.81370967741935,-0.9,0.0,546.0,True,0.2,02-17,0,2,False
2025-02-18,ga10151,1.0,209.0,-1.6,0.0,546.0,True,0.2,02-18,1,2,False
2025-02-19,ga10151,2.0,207.29000000000002,-0.6,0.0,498.0,True,0.2,02-19,2,2,False
2025-02-20,ga10151,0.0,222.81370967741935,5.1,0.1,228.0,True,0.2,02-20,3,2,False
2025-02-21,ga10151,0.0,222.81370967741935,10.3,0.0,456.0,True,0.2,02-21,4,2,False
2025-02-22,ga10151,0.0,222.81370967741935,10.7,0.0,156.0,True,0.2,02-22,5,2,False
2025-02-23,ga10151,0.0,222.81370967741935,9.5,0.0,204.0,True,0.2,02-23,6,2,False
2025-02-24,ga10151,1.0,190.0,8.2,0.7,0.0,True,0.2,02-24,0,2,False
2025-02-25,ga10151,0.0,222.81370967741935,8.9,2.2,54.0,True,0.2,02-25,1,2,False
2025-02-26,ga10151,1.0,191.6,5.7,0.7,24.0,True,0.2,02-26,2,2,False
2025-02-27,ga10151,0.0,222.81370967741935,4.8,1.1,144.0,True,0.2,02-27,3,2,False
2025-02-28,ga10151,0.0,222.81370967741935,3.5,0.5,60.0,True,0.2,02-28,4,2,False
2025-03-01,ga10151,0.0,222.81370967741935,2.7,0.0,126.0,False,0.0,03-01,5,3,False
2025-03-02,ga10151,0.0,222.81370967741935,3.5,0.0,600.0,False,0.0,03-02,6,3,False
2025-03-03,ga10151,0.0,222.81370967741935,4.8,0.0,570.0,False,0.0,03-03,0,3,False
2025-03-04,ga10151,0.0,222.81370967741935,6.0,0.0,564.0,False,0.0,03-04,1,3,False
2025-03-05,ga10151,0.0,222.81370967741935,7.5,0.0,588.0,False,0.0,03-05,2,3,False
2025-03-06,ga10151,0.0,222.81370967741935,8.9,0.0,594.0,False,0.0,03-06,3,3,False
2025-03-07,ga10151,0.0,222.81370967741935,9.4,0.0,594.0,False,0.0,03-07,4,3,False
2025-03-08,ga10151,0.0,222.81370967741935,9.7,0.0,600.0,False,0.0,03-08,5,3,False
2025-03-09,ga10151,0.0,222.81370967741935,10.3,0.0,606.0,False,0.0,03-09,6,3,False
2025-03-10,ga10151,0.0,222.81370967741935,7.9,2.2,12.0,False,0.0,03-10,0,3,False
2025-03-11,ga10151,0.0,222.81370967741935,8.5,14.6,378.0,False,0.0,03-11,1,3,False
2025-03-12,ga10151,0.0,222.81370967741935,5.4,12.3,0.0,False,0.0,03-12,2,3,False
2025-03-13,ga10151,0.0,222.81370967741935,4.7,1.6,60.0,False,0.0,03-13,3,3,False
2025-03-14,ga10151,0.0,222.81370967741935,3.4,0.0,0.0,False,0.0,03-14,4,3,False
2025-03-15,ga10151,0.0,222.81370967741935,5.1,0.0,0.0,False,0.0,03-15,5,3,False
2025-03-16,ga10151,0.0,222.81370967741935,4.4,0.0,0.0,False,0.0,03-16,6,3,False
2025-03-17,ga10151,1.0,239.5,3.2,0.0,342.0,False,0.0,03-17,0,3,False
2025-03-18,ga10151,0.0,222.81370967741935,4.0,0.0,660.0,False,0.0,03-18,1,3,False
2025-03-19,ga10151,0.0,222.81370967741935,6.7,0.0,684.0,False,0.0,03-19,2,3,False
2025-03-20,ga10151,0.0,222.81370967741935,11.0,0.0,492.0,False,0.0,03-20,3,3,False
2025-03-21,ga10151,0.0,222.81370967741935,13.2,0.0,570.0,False,0.0,03-21,4,3,False
2025-03-22,ga10151,0.0,222.81370967741935,13.8,0.1,282.0,False,0.0,03-22,5,3,False
2025-03-23,ga10151,0.0,222.81370967741935,11.2,0.0,120.0,False,0.0,03-23,6,3,False
2025-03-24,ga10151,0.0,222.81370967741935,10.3,3.1,120.0,False,0.0,03-24,0,3,False
2025-03-25,ga10151,0.0,222.81370967741935,11.6,0.0,258.0,False,0.0,03-25,1,3,False
2025-03-26,ga10151,0.0,222.81370967741935,8.5,1.7,0.0,False,0.0,03-26,2,3,False
2025-03-27,ga10151,1.0,263.64,8.1,0.0,318.0,False,0.0,03-27,3,3,False
2025-03-28,ga10151,0.0,222.81370967741935,9.0,0.0,618.0,False,0.0,03-28,4,3,False
2025-03-29,ga10151,0.0,222.81370967741935,9.5,0.0,66.0,False,0.0,03-29,5,3,False
2025-03-30,ga10151,0.0,222.81370967741935,8.7,0.0,372.0,False,0.0,03-30,6,3,False
2025-03-31,ga10151,0.0,222.81370967741935,8.0,0.0,24.0,False,0.0,03-31,0,3,False
2025-04-01,ga10151,0.0,222.81370967741935,8.0,0.0,420.0,True,0.15,04-01,1,4,False
2025-04-02,ga10151,0.0,222.81370967741935,11.0,0.0,720.0,True,0.15,04-02,2,4,False
2025-04-03,ga10151,0.0,222.81370967741935,13.5,0.0,684.0,True,0.15,04-03,3,4,False
2025-04-04,ga10151,0.0,222.81370967741935,14.0,0.0,726.0,True,0.15,04-04,4,4,False
2025-04-05,ga10151,0.0,222.81370967741935,13.0,0.0,618.0,True,0.15,04-05,5,4,False
2025-04-06,ga10151,0.0,222.81370967741935,6.3,0.0,732.0,True,0.15,04-06,6,4,False
2025-04-07,ga10151,0.0,222.81370967741935,6.4,0.0,732.0,True,0.15,04-07,0,4,False
2025-04-08,ga10151,0.0,222.81370967741935,8.9,0.0,714.0,True,0.15,04-08,1,4,False
2025-04-09,ga10151,0.0,222.81370967741935,10.0,0.0,708.0,True,0.15,04-09,2,4,False
2025-04-10,ga10151,0.0,222.81370967741935,9.6,0.0,720.0,True,0.15,04-10,3,4,False
2025-04-11,ga10151,0.0,222.81370967741935,11.4,0.0,744.0,True,0.15,04-11,4,4,False
2025-04-12,ga10151,0.0,222.81370967741935,15.0,0.0,702.0,True,0.15,04-12,5,4,False
2025-04-13,ga10151,0.0,222.81370967741935,15.0,4.7,108.0,True,0.15,04-13,6,4,False
2025-04-14,ga10151,1.0,261.25,14.4,0.2,516.0,True,0.15,04-14,0,4,False
2025-04-15,ga10151,0.0,222.81370967741935,14.4,0.5,432.0,True,0.15,04-15,1,4,False
2025-04-16,ga10151,0.0,222.81370967741935,13.1,0.0,402.0,True,0.15,04-16,2,4,False
2025-04-17,ga10151,1.0,261.25,8.3,2.7,0.0,True,0.15,04-17,3,4,False
2025-04-18,ga10151,0.0,222.81370967741935,7.9,0.0,30.0,True,0.15,04-18,4,4,True
2025-04-19,ga10151,0.0,222.81370967741935,11.9,0.0,696.0,True,0.15,04-19,5,4,False
2025-04-20,ga10151,0.0,222.81370967741935,11.1,1.6,438.0,True,0.15,04-20,6,4,False
2025-04-21,ga10151,0.0,222.81370967741935,10.1,4.1,222.0,True,0.15,04-21,0,4,True
2025-04-22,ga10151,0.0,222.81370967741935,12.3,0.0,330.0,True,0.15,04-22,1,4,False
2025-04-23,ga10151,0.0,222.81370967741935,11.8,7.7,438.0,True,0.15,04-23,2,4,False
2025-04-24,ga10151,0.0,222.81370967741935,10.4,2.9,12.0,True,0.15,04-24,3,4,False
2025-04-25,ga10151,0.0,222.81370967741935,10.4,1.4,42.0,True,0.15,04-25,4,4,False
2025-04-26,ga10151,0.0,222.81370967741935,10.8,0.4,30.0,True,0.15,04-26,5,4,False
2025-04-27,ga10151,0.0,222.81370967741935,13.5,0.0,810.0,True,0.15,04-27,6,4,False
2025-04-28,ga10151,0.0,222.81370967741935,14.9,0.0,822.0,True,0.15,04-28,0,4,False
2025-04-29,ga10151,0.0,222.81370967741935,16.8,0.0,834.0,True,0.15,04-29,1,4,False
2025-04-30,ga10151,0.0,222.81370967741935,18.1,0.0,834.0,True,0.15,04-30,2,4,False
2025-05-01,ga10151,0.0,222.81370967741935,19.4,0.0,840.0,True,0.1,05-01,3,5,True
2025-05-02,ga10151,1.0,231.27,20.9,0.0,756.0,True,0.1,05-02,4,5,False
2025-05-03,ga10151,0.0,222.81370967741935,18.0,24.1,210.0,True,0.1,05-03,5,5,False
2025-05-04,ga10151,0.0,222.81370967741935,10.6,3.0,6.0,True,0.1,05-04,6,5,False
2025-05-05,ga10151,0.0,222.81370967741935,9.9,0.0,90.0,True,0.1,05-05,0,5,False
2025-05-06,ga10151,0.0,222.81370967741935,10.4,0.0,498.0,True,0.1,05-06,1,5,False
2025-05-07,ga10151,0.0,222.81370967741935,11.0,0.0,660.0,True,0.1,05-07,2,5,False
2025-05-08,ga10151,0.0,222.81370967741935,11.5,0.0,54.0,True,0.1,05-08,3,5,False
2025-05-09,ga10151,0.0,222.81370967741935,12.2,0.0,852.0,True,0.1,05-09,4,5,False
2025-05-10,ga10151,0.0,222.81370967741935,13.5,0.0,864.0,True,0.1,05-10,5,5,False
2025-05-11,ga10151,0.0,222.81370967741935,15.5,0.0,858.0,True,0.1,05-11,6,5,False
2025-05-12,ga10151,1.0,213.75,16.1,0.0,852.0,True,0.1,05-12,0,5,False
2025-05-13,ga10151,0.0,222.81370967741935,15.7,0.0,816.0,True,0.1,05-13,1,5,False
2025-05-14,ga10151,0.0,222.81370967741935,16.4,0.0,864.0,True,0.1,05-14,2,5,False
2025-05-15,ga10151,0.0,222.81370967741935,14.4,0.0,708.0,True,0.1,05-15,3,5,False
2025-05-16,ga10151,0.0,222.81370967741935,12.6,0.0,510.0,True,0.1,05-16,4,5,False
2025-05-17,ga10151,1.0,237.5,13.7,0.0,660.0,True,0.1,05-17,5,5,False
2025-05-18,ga10151,0.0,222.81370967741935,14.4,0.0,708.0,True,0.1,05-18,6,5,False
2025-05-19,ga10151,1.0,215.55,15.7,0.0,882.0,True,0.1,05-19,0,5,False
2025-05-20,ga10151,1.0,235.13,18.0,0.0,522.0,True,0.1,05-20,1,5,False
2025-05-21,ga10151,1.0,239.5,15.1,6.0,114.0,True,0.1,05-21,2,5,False
2025-05-22,ga10151,0.0,222.81370967741935,12.0,0.9,264.0,True,0.1,05-22,3,5,False
2025-05-23,ga10151,1.0,235.13,10.8,0.0,450.0,True,0.1,05-23,4,5,False
2025-05-24,ga10151,0.0,222.81370967741935,12.2,1.5,660.0,True,0.1,05-24,5,5,False
2025-05-25,ga10151,0.0,222.81370967741935,14.8,2.6,66.0,True,0.1,05-25,6,5,False
2025-05-26,ga10151,0.0,222.81370967741935,15.3,0.0,450.0,True,0.1,05-26,0,5,False
2025-05-27,ga10151,1.0,215.55,16.0,0.1,198.0,True,0.1,05-27,1,5,False
2025-05-28,ga10151,0.0,222.81370967741935,15.4,9.7,78.0,True,0.1,05-28,2,5,False
2025-05-29,ga10151,0.0,222.81370967741935,16.4,0.0,192.0,True,0.1,05-29,3,5,True
2025-05-30,ga10151,0.0,222.81370967741935,21.5,0.0,768.0,True,0.1,05-30,4,5,False
2025-05-31,ga10151,0.0,222.81370967741935,21.7,2.2,714.0,True,0.1,05-31,5,5,False
2025-06-01,ga10151,0.0,222.81370967741935,21.4,16.4,408.0,True,0.1,06-01,6,6,False
2025-06-02,ga10151,1.0,239.5,16.9,7.7,54.0,False,0.0,06-02,0,6,False
2025-06-03,ga10151,0.0,222.81370967741935,18.7,3.0,270.0,False,0.0,06-03,1,6,False
2025-06-04,ga10151,0.0,222.81370967741935,17.4,11.3,24.0,False,0.0,06-04,2,6,False
2025-06-05,ga10151,0.0,222.81370967741935,17.7,0.0,216.0,False,0.0,06-05,3,6,False
2025-06-06,ga10151,0.0,222.81370967741935,17.7,6.2,66.0,False,0.0,06-06,4,6,False
2025-06-07,ga10151,0.0,222.81370967741935,17.1,0.9,108.0,False,0.0,06-07,5,6,False
2025-06-08,ga10151,0.0,222.81370967741935,14.7,0.9,306.0,False,0.0,06-08,6,6,False
2025-06-09,ga10151,0.0,222.81370967741935,15.1,0.0,768.0,False,0.0,06-09,0,6,True
2025-06-10,ga10151,0.0,222.81370967741935,18.2,0.0,780.0,False,0.0,06-10,1,6,False
2025-06-11,ga10151,0.0,222.81370967741935,19.0,0.0,846.0,False,0.0,06-11,2,6,False
2025-06-12,ga10151,0.0,222.81370967741935,21.3,0.0,864.0,False,0.0,06-12,3,6,False
2025-06-13,ga10151,0.0,222.81370967741935,24.3,0.0,870.0,False,0.0,06-13,4,6,False
2025-06-14,ga10151,0.0,222.81370967741935,25.9,0.0,816.0,False,0.0,06-14,5,6,False
2025-06-15,ga10151,0.0,222.81370967741935,20.9,11.4,300.0,False,0.0,06-15,6,6,False
2025-06-16,ga10151,1.0,239.5,18.4,0.0,516.0,False,0.0,06-16,0,6,False
2025-06-17,ga10151,0.0,222.81370967741935,19.9,0.0,894.0,False,0.0,06-17,1,6,False
2025-06-18,ga10151,0.0,222.81370967741935,22.1,0.0,894.0,False,0.0,06-18,2,6,False
2025-06-19,ga10151,1.0,203.57,22.8,0.0,876.0,False,0.0,06-19,3,6,True
2025-06-20,ga10151,0.0,222.81370967741935,21.6,0.0,882.0,False,0.0,06-20,4,6,False
2025-06-21,ga10151,0.0,222.81370967741935,22.9,0.0,888.0,True,0.15,06-21,5,6,False
2025-06-22,ga10151,0.0,222.81370967741935,25.9,0.0,888.0,True,0.15,06-22,6,6,False
2025-06-23,ga10151,0.0,222.81370967741935,24.2,0.0,450.0,True,0.15,06-23,0,6,False
2025-06-24,ga10151,0.0,222.81370967741935,23.1,0.0,858.0,True,0.15,06-24,1,6,False
2025-06-25,ga10151,0.0,222.81370967741935,26.1,0.2,888.0,True,0.15,06-25,2,6,False
2025-06-26,ga10151,0.0,222.81370967741935,24.5,0.0,486.0,True,0.15,06-26,3,6,False
2025-06-27,ga10151,0.0,222.81370967741935,22.4,0.0,222.0,True,0.15,06-27,4,6,False
2025-06-28,ga10151,0.0,222.81370967741935,24.8,0.0,816.0,True,0.15,06-28,5,6,False
2025-06-29,ga10151,0.0,222.81370967741935,26.7,0.0,912.0,True,0.15,06-29,6,6,False
2025-06-30,ga10151,2.0,203.57,27.6,0.0,900.0,True,0.15,06-30,0,6,False
2025-07-01,ga10151,0.0,222.81370967741935,26.3,0.0,588.0,False,0.0,07-01,1,7,False
2025-07-02,ga10151,0.0,222.81370967741935,28.4,0.6,888.0,False,0.0,07-02,2,7,False
2025-07-03,ga10151,0.0,222.81370967741935,22.3,0.0,192.0,False,0.0,07-03,3,7,False
2025-07-04,ga10151,0.0,222.81370967741935,22.4,0.0,888.0,False,0.0,07-04,4,7,False
2025-07-05,ga10151,0.0,222.81370967741935,23.1,0.0,810.0,False,0.0,07-05,5,7,False
2025-07-06,ga10151,0.0,222.81370967741935,20.2,2.3,102.0,False,0.0,07-06,6,7,False
2025-07-07,ga10151,1.0,237.5,16.6,7.8,192.0,False,0.0,07-07,0,7,False
2025-07-08,ga10151,0.0,222.81370967741935,14.3,1.3,174.0,False,0.0,07-08,1,7,False
2025-07-09,ga10151,0.0,222.81370967741935,16.9,0.0,618.0,False,0.0,07-09,2,7,False
2025-07-10,ga10151,0.0,222.81370967741935,19.1,0.0,798.0,False,0.0,07-10,3,7,False
2025-07-11,ga10151,0.0,222.81370967741935,20.2,0.0,624.0,False,0.0,07-11,4,7,False
2025-07-12,ga10151,0.0,222.81370967741935,20.6,0.0,642.0,False,0.0,07-12,5,7,False
2025-07-13,ga10151,0.0,222.81370967741935,22.9,0.0,810.0,False,0.0,07-13,6,7,False
2025-07-14,ga10151,0.0,222.81370967741935,21.2,6.6,168.0,False,0.0,07-14,0,7,False
2025-07-15,ga10151,0.0,222.81370967741935,21.3,0.0,300.0,False,0.0,07-15,1,7,False
2025-07-16,ga10151,0.0,222.81370967741935,18.3,8.2,162.0,False,0.0,07-16,2,7,False
2025-07-17,ga10151,0.0,222.81370967741935,18.5,0.0,570.0,False,0.0,07-17,3,7,False
2025-07-18,ga10151,0.0,222.81370967741935,21.2,0.0,852.0,False,0.0,07-18,4,7,False
2025-07-19,ga10151,0.0,222.81370967741935,22.5,0.2,594.0,False,0.0,07-19,5,7,False
2025-07-20,ga10151,0.0,222.81370967741935,22.7,1.8,474.0,False,0.0,07-20,6,7,False
2025-07-21,ga10151,1.0,239.5,18.8,11.5,228.0,False,0.0,07-21,0,7,False
2025-07-22,ga10151,0.0,222.81370967741935,18.3,22.7,246.0,False,0.0,07-22,1,7,False
2025-07-23,ga10151,0.0,222.81370967741935,19.9,0.0,504.0,False,0.0,07-23,2,7,False
2025-07-24,ga10151,0.0,222.81370967741935,18.5,18.5,210.0,False,0.0,07-24,3,7,False
2025-07-25,ga10151,1.0,259.1,18.4,0.8,90.0,False,0.0,07-25,4,7,False
2025-07-26,ga10151,0.0,222.81370967741935,18.1,21.5,174.0,False,0.0,07-26,5,7,False
2025-07-27,ga10151,0.0,222.81370967741935,17.1,42.0,156.0,False,0.0,07-27,6,7,False
2025-07-28,ga10151,0.0,222.81370967741935,15.1,10.7,60.0,False,0.0,07-28,0,7,False
2025-07-29,ga10151,0.0,222.81370967741935,17.1,0.1,378.0,False,0.0,07-29,1,7,False
2025-07-30,ga10151,0.0,222.81370967741935,16.8,2.8,246.0,False,0.0,07-30,2,7,False
2025-07-31,ga10151,0.0,222.81370967741935,18.6,9.2,246.0,False,0.0,07-31,3,7,False
2025-08-01,ga10151,0.0,222.81370967741935,18.0,2.9,216.0,True,0.1,08-01,4,8,False
2025-08-02,ga10151,0.0,222.81370967741935,16.9,0.1,144.0,True,0.1,08-02,5,8,False
2025-08-03,ga10151,0.0,222.81370967741935,15.9,1.7,78.0,True,0.1,08-03,6,8,False
2025-08-04,ga10151,0.0,222.81370967741935,17.5,2.3,168.0,True,0.1,08-04,0,8,False
2025-08-05,ga10151,0.0,222.81370967741935,20.2,0.0,462.0,True,0.1,08-05,1,8,False
2025-08-06,ga10151,0.0,222.81370967741935,17.8,0.0,822.0,True,0.1,08-06,2,8,False
2025-08-07,ga10151,0.0,222.81370967741935,19.5,0.0,768.0,True,0.1,08-07,3,8,False
2025-08-08,ga10151,0.0,222.81370967741935,23.0,0.0,840.0,True,0.1,08-08,4,8,True
2025-08-09,ga10151,0.0,222.81370967741935,25.1,0.0,786.0,True,0.1,08-09,5,8,False
2025-08-10,ga10151,0.0,222.81370967741935,22.4,0.0,834.0,True,0.1,08-10,6,8,False
2025-08-11,ga10151,0.0,222.81370967741935,21.9,0.0,834.0,True,0.1,08-11,0,8,False
2025-08-12,ga10151,0.0,222.81370967741935,24.1,0.0,798.0,True,0.1,08-12,1,8,False
2025-08-13,ga10151,0.0,222.81370967741935,26.7,0.0,792.0,True,0.1,08-13,2,8,False
2025-08-14,ga10151,0.0,222.81370967741935,26.4,0.0,756.0,True,0.1,08-14,3,8,False
2025-08-15,ga10151,0.0,222.81370967741935,27.0,0.0,672.0,True,0.1,08-15,4,8,True
2025-08-16,ga10151,0.0,222.81370967741935,23.9,0.0,558.0,True,0.1,08-16,5,8,False
2025-08-17,ga10151,0.0,222.81370967741935,19.3,0.0,498.0,True,0.1,08-17,6,8,False
2025-08-18,ga10151,0.0,222.81370967741935,19.6,0.0,816.0,True,0.1,08-18,0,8,False
2025-08-19,ga10151,0.0,222.81370967741935,22.1,0.0,804.0,True,0.1,08-19,1,8,False
2025-08-20,ga10151,0.0,222.81370967741935,20.5,0.0,318.0,True,0.1,08-20,2,8,False
2025-08-21,ga10151,0.0,222.81370967741935,18.9,2.4,24.0,True,0.1,08-21,3,8,False
2025-08-22,ga10151,0.0,222.81370967741935,16.8,0.0,420.0,True,0.1,08-22,4,8,False
2025-08-23,ga10151,0.0,222.81370967741935,16.1,0.0,270.0,True,0.1,08-23,5,8,False
2025-08-24,ga10151,0.0,222.81370967741935,16.6,0.0,528.0,True,0.1,08-24,6,8,False
2025-08-25,ga10151,0.0,222.81370967741935,17.2,0.0,762.0,True,0.1,08-25,0,8,False
2025-08-26,ga10151,1.0,215.55,20.5,0.0,672.0,True,0.1,08-26,1,8,False
2025-08-27,ga10151,0.0,222.81370967741935,21.4,10.2,168.0,True,0.1,08-27,2,8,False
2025-08-28,ga10151,0.0,222.81370967741935,18.9,12.5,18.0,True,0.1,08-28,3,8,False
2025-08-29,ga10151,0.0,222.81370967741935,18.2,2.9,486.0,True,0.1,08-29,4,8,False
2025-08-30,ga10151,0.0,222.81370967741935,17.2,0.1,330.0,True,0.1,08-30,5,8,False
